legacy_file,legacy_url,content_type,title,meta_description,canonical,h1,template_pattern,category,brand,pdf,indexable,notes
productos.php,https://puertasyserviciosindustriales.com/productos.php?cmd=search&MarcaId=10,listado marca,Marca Dockman  |  PSI | Puertas y Servicios Industriales,"Productos Marca Dockman  |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Marca],ProductosMain.php,,Dockman,,UNKNOWN,URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos.php?cmd=search&MarcaId=11,listado marca,Marca LiftMaster  |  PSI | Puertas y Servicios Industriales,"Productos Marca LiftMaster  |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Marca],ProductosMain.php,,LiftMaster,,UNKNOWN,URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
productos.php,https://puertasyserviciosindustriales.com/productos.php?cmd=search&MarcaId=12,listado marca,Marca BFT  |  PSI | Puertas y Servicios Industriales,"Productos Marca BFT  |  Venta, instalación y mantenimiento de puertas automáticas para diferentes sectores de la industria",,[JS: Marca],ProductosMain.php,,BFT,,UNKNOWN,URL por parámetros demostrados; ver fórmulas amigables en seo-inventory.md
index.php,https://puertasyserviciosindustriales.com/1/categoria/industrial/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
index.php,https://puertasyserviciosindustriales.com/2/categoria/comercial/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
index.php,https://puertasyserviciosindustriales.com/3/categoria/equipos-y-accesorios-para-anden-de-carga/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
index.php,https://puertasyserviciosindustriales.com/4/categoria/puertas-peatonales-de-salida-de-emergencia/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
index.php,https://puertasyserviciosindustriales.com/5/categoria/puertas-peatonales-contra-incendio-contra-explosion-y-blindadas/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php
index.php,https://puertasyserviciosindustriales.com/6/categoria/puertas-peatonales-para-hospitales/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
index.php,https://puertasyserviciosindustriales.com/7/categoria/residenciales/,ruta amigable literal,,,,,,,,,UNKNOWN,Enlace literal en index.php; referencia adicional: URL probable de getFriendlyNameUrlPadre; verificar codificación y respuesta HTTP
fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica (1).pdf,https://puertasyserviciosindustriales.com/fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica (1).pdf,PDF físico,,,,,,,,fichas/13.0.Folleto-Operador-AccessPRO-FS1000-SPEED-hoja-tecnica (1).pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/FICHATECNICASELLOSSOLMMER S.pdf,https://puertasyserviciosindustriales.com/fichas/FICHATECNICASELLOSSOLMMER S.pdf,PDF físico,,,,,,,,fichas/FICHATECNICASELLOSSOLMMER S.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/Icaro-smart-AC-Aes.pdf,https://puertasyserviciosindustriales.com/fichas/Icaro-smart-AC-Aes.pdf,PDF físico,,,,,,,,fichas/Icaro-smart-AC-Aes.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/INFRACA-RÁPIDA-APILABLE.pdf,https://puertasyserviciosindustriales.com/fichas/INFRACA-RÁPIDA-APILABLE.pdf,PDF físico,,,,,,,,fichas/INFRACA-RÁPIDA-APILABLE.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/Puerta-Rayos-X-fabricación.pdf,https://puertasyserviciosindustriales.com/fichas/Puerta-Rayos-X-fabricación.pdf,PDF físico,,,,,,,,fichas/Puerta-Rayos-X-fabricación.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/puerta-thermacore-595.pdf,https://puertasyserviciosindustriales.com/fichas/puerta-thermacore-595.pdf,PDF físico,,,,,,,,fichas/puerta-thermacore-595.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/Rampas-mecánicas.pdf,https://puertasyserviciosindustriales.com/fichas/Rampas-mecánicas.pdf,PDF físico,,,,,,,,fichas/Rampas-mecánicas.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
fichas/Retenedor-de-vehiculos-automatico.pdf,https://puertasyserviciosindustriales.com/fichas/Retenedor-de-vehiculos-automatico.pdf,PDF físico,,,,,,,,fichas/Retenedor-de-vehiculos-automatico.pdf,UNKNOWN,Archivo local existente; no se infiere indexación
system/Productos.php,https://puertasyserviciosindustriales.com/system/Productos.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
system/Categorias.php,https://puertasyserviciosindustriales.com/system/Categorias.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
system/Marcas.php,https://puertasyserviciosindustriales.com/system/Marcas.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
system/index.php,https://puertasyserviciosindustriales.com/system/index.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
system/file.php,https://puertasyserviciosindustriales.com/system/file.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
enviaContacto.php,https://puertasyserviciosindustriales.com/enviaContacto.php,endpoint auxiliar / descarga / procesamiento,,,,,,,,,UNKNOWN,No equiparar a página independiente; parámetros o redirección; ver flujo
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=9&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b2588f4e4df68a23124a8dbc2b63374ec6959253,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=10&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/74237414514c37fbc6273d2d8ed63ba0af98464d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=35&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=164&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/959c0d9393ada51bef2817e8db59c54b487d2262,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=173&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/42ba96f71987cc30cb19107d18eb0649ee492636,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=178&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/282c6618830434da376551106d0722c97a5f2416,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=195&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=200&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6e1ed3d9b7cfc7e53a9396670b592b8e0a0aa2da,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=205&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/06bfd8e22a88d66d31acea15164a009c18912ca2,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=226&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6d032a5579b0dd9ef150e1d93528463960040d95,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=235&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/a9cf3d4f6bde89180e0ae23231a70bb8f2ff3300,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=240&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d1800119e28d2f25ab78a9219e103ecc4fc8afb5,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=245&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/19f7bf0ad0bb2559064e677d3dd6e122358914cd,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=250&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e973955577670d4ea61bd906a517dd878118831f,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=259&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ec68ab8e790ca2a96b4a8b409b96b9788018dc78,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=268&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/fba045304f5402c79a958b69ed499c1f46a48801,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=285&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=294&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/74237414514c37fbc6273d2d8ed63ba0af98464d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=295&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b2588f4e4df68a23124a8dbc2b63374ec6959253,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=304&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e1fc3c722338060ac5bc7cf2ece07503d6bc4a0c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=313&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b6b8d27db846f68a7050c59a82b2e31ff137b7e4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=330&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/1bc8deceeea60e7d404142cf859897e4e36ccc86,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=335&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/33f5167b521302c8c32a8895a1e03fe27a09a124,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=336&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b49e7cf13885d8dfdc8e03fcd247d2d93f35f213,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=341&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f23e43600d8606ddea73c29f700d164d5afc0552,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=346&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f6879270d9945c848fb0f732190100b3e8ffced7,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=355&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/270dc5e4c6c6812ee093439acca26905e68f7d8d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=360&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/19f248004fb1cc292955cdb0c5b339e8cd3eda3c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=369&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/0a6fa9cbeb5ba8ba1eecd18bd2e8c2f28145f2c9,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=378&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/552f92715162cbb278ab6cbdbdcb057ef483da65,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=387&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9042045b07cea65fac66d1763d8fcc92b235b906,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=388&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b2fc16c210f999a553d13a88a76211d8a8cbd583,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=397&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/300d21c729a7df172ac9f070a9b7485e88f8b038,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=398&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8d7521a7a170e8ac85e5da1dd301ca17c0c24d71,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=407&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ae22c94ae3eb5d4d4e7ccfdb5cfc086e37e1658c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=408&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/adc000b103f864f06d51740c630158e411050fa1,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=417&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/a78bba8b99dcc3da6728b2ab918aebe4d8411e64,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=418&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/39c267d9d6655665608d4e1a6dd7d33a17e93e8d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=427&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3ba705421037a3956e500eec0062dec52829cea4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=428&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/aa57141f525e4c01f137d26858f1477e6d6a0a8c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=437&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/2cf9dcb700d1e35a5125093d4f22ff6952d4ebd0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=462&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d0d4d97dd90ffb84dc80c08ad38dbb6eaf83b0fa,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=467&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e7558238c56779a33c10c7770146c9f7017bd375,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=480&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d022de529fe9c4e48c5bf2c4652af466b87b3af6,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=489&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ad6778fc1e386c13476d2051b66e504deddd77d7,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=498&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9864659d131f5853c5c595c40be3adac9e56f2d9,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=503&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/edaa9d68e318711d183689d070ec145da123c768,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=512&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/d417331acf9a342ed7374017285970f68effabf4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=517&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9950f4930279c555f7be5fcc6d4382d10784836b,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=522&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/82d463dae7b7bf4aff07f9221be013b2497ceabf,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=527&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/28e179e98ded1fda52f4c0c570e252ee83a7e709,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=532&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/f11bb20047186203a5dd29076b6697e6cf181d69,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=537&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=542&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=551&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/c9ab51d31ce4b9a94967e2492d3a2a7f43b8b46f,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=560&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/19f80382b0e81db9f5bed545ec25447045202956,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=573&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/317ebb40c4284fa181ff3ddeccfb978b29b7248b,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=578&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9c0a2ea15383debbe605065d9ce57e3ffbd36204,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=595&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ae9af73339556620c5857321cb1a0400733819a0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=612&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/6fd1dea200b4640b615b1e40838660d14a58c2fd,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=621&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9044e3482acdc8f0e19ebf347a1a24c2e59dd10a,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=626&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/ec68ab8e790ca2a96b4a8b409b96b9788018dc78,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=635&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/e1fc3c722338060ac5bc7cf2ece07503d6bc4a0c,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=644&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/c9ab51d31ce4b9a94967e2492d3a2a7f43b8b46f,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=653&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/fba045304f5402c79a958b69ed499c1f46a48801,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=662&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/b6b8d27db846f68a7050c59a82b2e31ff137b7e4,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=667&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/06bfd8e22a88d66d31acea15164a009c18912ca2,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=676&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/9856266836c012c90673224e9379a1a7f4b32389,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=681&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=686&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/639b9801fe440dcd2179c23cca14401710c5e7e0,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=691&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/7cf4babfab2712e41d6fd1c050f5c31b604c97ae,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=696&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=701&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/7ab52eec612af22d23a62f849479371ebf1c2f22,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=706&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=711&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3af12bf12f61eda51a19d1e8af3cefc05878f484,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=716&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=721&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/7baea774c5fc4abe3735d40fdf16e84f1e3521ef,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=734&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/8afd449897be23fa417b449c587ed9dd11093a1d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=739&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3e620ed84c43c5de234ae437f58f7083e93f6b8d,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
system/file.php,https://puertasyserviciosindustriales.com/system/file.php?id=744&type=application/pdf,ficha PDF dinámica,,,,,,,,system/files/images/productos/3fcb5fc39a3f48d550a13c6a20bd92b360ec7b65,UNKNOWN,ID file demostrado; binario sin extensión localizado; cmd=download fuerza attachment
